STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
12,Florida,121894,2,1,1PLE0452*CP******,2022-09-09 01:14:15,0,6,TRAILER,18041,PEERLESS CORPORATION,9288,PEERLESS,23523,Peerless,2012,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,34,Chipper Trailer,,,45.000,,2,,
12,Florida,121963,2,1,3CVT6242*M2******,2022-09-09 01:14:15,0,6,TRAILER,20774,"PJ TRAILERS COMPANY, S.A. DE C.V.",11137,"PJ TRAILERS COMPANY, S.A. DE C.V.",29063,Channel Equipment,2021,,"6"" Channel Equipment Tilt",12,MEXICO,CHIHUAHUA,CUAUHTEMOC,,,61,Trailer,,,,,23,Equipment Trailer,,,24.000,,2,,
12,Florida,121989,1,1,1PMS1432*D1******,2022-09-09 01:14:15,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2013,,,6,UNITED STATES (USA),MINNESOTA,OPOLE,,,61,Trailer,,,,,15,Tank Trailer,,,43.000,Vessel Code: Non-Code,2,,
12,Florida,122000,2,1,5WFBE121*MW******,2022-09-09 01:14:15,0,6,TRAILER,11136,ALCOM HOLDING COMPANY LLC,1296,ALCOM LLC,4626,Alcom LLC,2021,,,6,UNITED STATES (USA),MAINE,WINSLOW,,,61,Trailer,,,,,160,Cargo Trailer,1,Ball Type Pull,12.000,Enclosed Cargo Trailer,1,,
12,Florida,122002,1,1,1GRAA561*GK******,2022-09-09 01:14:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,28.000,Dry Freight Van / Reefer Van / Insulated Van,1,,
12,Florida,122019,2,1,1M9SD303*7S567***,2022-09-09 01:14:15,0,6,TRAILER,2429,MONTONE TRAILERS LLC,8319,"MONTONE TRAILERS, LLC",22111,"Montone Trailers, LLC",2007,,,6,UNITED STATES (USA),SOUTH CAROLINA,DILLON,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,30.000,,3,,
12,Florida,122024,2,1,1GRAA561*FE******,2022-09-09 01:14:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2015,,,6,UNITED STATES (USA),GEORGIA,STATESBORO,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,28.000,Dry Freight Van / Reefer Van / Insulated Van,1,,
12,Florida,122109,2,1,1GRAA062*JL******,2022-09-09 01:14:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2018,,,6,UNITED STATES (USA),PENNSYLVANIA,ELYSBURG,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,"Semitrailer - Dry Freight Van, Reefer Van, Insulated Van",2,,
12,Florida,122222,1,1,3H3V532C*LR******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,122222,3,1,13N15320*H1******,2022-09-09 01:14:15,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2017,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,53.000,,2,,
12,Florida,122222,4,1,1JJV532D*JL******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,122267,1,1,1UYVS253*K6******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,122281,1,1,5ZT2PUTB*M4******,2022-09-09 01:14:15,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,20364,Puma,2021,,,6,UNITED STATES (USA),INDIANA,LIGONIER,,"Plant address: 710 Gerber Street, Ligonier",,,,,,,21,Travel Trailer,1,Ball Type Pull,28.000,,,3,Tandem
12,Florida,122288,1,1,1UYVS253*H2******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,122301,1,1,5EF2GC40*6B******,2022-09-09 01:14:15,0,6,TRAILER,4094,CHEETAH CHASSIS CORPORATION,4029,CHEETAH CHASSIS,8699,CHEETAH CHASSIS,2006,,,6,UNITED STATES (USA),PENNSYLVANIA,BERWICK,,,61,Trailer,,,,,46,Chassis,3,Gooseneck,40.000,,2,,
12,Florida,122304,2,1,3H3V532C*LR******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,122307,1,1,5V8VC532*MM******,2022-09-09 01:14:15,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2021,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
12,Florida,122351,2,1,5A4JVSJ1*E2******,2022-09-09 01:14:15,0,6,TRAILER,3087,LOAD RITE TRAILERS INC,5343,LOAD RITE,14377,Load Rite Trailers,2014,,,6,UNITED STATES (USA),PENNSYLVANIA,FAIRLESS HILLS,,"Rim Size= 12X4.00, Tire Size = 4.80-12B, with GAWR from 1181 to 1560",61,Trailer,10,"Class 1A: 3,000 lb or less (1,360 kg or less)",,,2,Boat Trailer,1,Ball Type Pull,14.000,GVWR = 1180,,5,Single
12,Florida,122379,2,1,527SR532*HL******,2022-09-09 01:14:15,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2017,,,6,UNITED STATES (USA),CALIFORNIA,LOS ANGELES,"CIMC Reefer Trailer,Inc",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Body Type: Reefer Van Trailer,2,,
12,Florida,122380,2,1,1JJV532W*7L******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,122402,2,1,1P9TC432*JB343***,2022-09-09 01:14:15,0,6,TRAILER,8027,PRATT INDUSTRIES (US) LLC,3015,PRATT INDUSTRIES,7027,Pratt Industries,2018,,,6,UNITED STATES (USA),MICHIGAN,BRIDGMAN,,,61,Trailer,,,,,46,Chassis,,,43.000,Type: Semitrailer,2,,
12,Florida,122412,4,1,1UYVS253*5M******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2005,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,122424,2,1,1JJV532W*6L******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2006,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,122437,2,1,3H3V532C*GT******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2016,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,122459,2,1,5HTSN412*X7******,2022-09-09 01:14:15,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",1999,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Jet,61,Trailer,,,,,103,Bulk,,,41.000,Al Pneumatic,2,,
12,Florida,122487,2,1,4P5FD352*81******,2022-09-09 01:14:15,0,6,TRAILER,16013,"PJ TRAILERS MANUFACTURING, INC.",6060,PJ,28324,PJ,2008,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,61,Trailer,,,,,57,Flat Deck Trailer,30,Other,35.000,Variable HITCH based on Size/Type of Trailer,2,,
12,Florida,122490,1,1,1JJV532D*HL******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2017,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,122514,2,1,5HTAB442*67******,2022-09-09 01:14:15,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2006,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Straight Elliptical,61,Trailer,,,,,15,Tank Trailer,,,44.000,AL 306/406,2,,
12,Florida,122515,1,1,1E9AL121*1L252***,2022-09-09 01:14:15,0,6,TRAILER,3967,"EMERSON TRAILERS, INC.",4114,EMERSON TRAILERS,8833,Emerson Trailers,2001,,,6,UNITED STATES (USA),FLORIDA,LAKE ALFRED,,,61,Trailer,,,,,114,Angle Iron,,,12.000,Body Type: Lawn Trailer,1,,
12,Florida,122564,1,1,1JJF452F*1S******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4963,FRUEHUAF,12125,Fruehuaf,2001,,,6,UNITED STATES (USA),TENNESSEE,SCOTT COUNTY,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,45.000,,2,,
12,Florida,122569,2,1,5MADS243*LC******,2022-09-09 01:14:15,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2020,,,6,UNITED STATES (USA),,ALLIANCE,CORPORATE 10,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,6,Kingpin,24.000,Body with Steel Frame,3,,
12,Florida,122582,2,1,1UYVS253*6M******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,122623,2,1,16V1D192*M5******,2022-09-09 01:14:15,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2021,,,6,UNITED STATES (USA),OKLAHOMA,MADILL,"Big Tex Trailer Manufacturing, Inc.",,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,14,Bumper Pull,19.000,,2,,
12,Florida,122695,2,1,1UYVS248*FM******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
12,Florida,122709,2,1,1UYVS253*AM******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,122744,3,1,13N14820*N1******,2022-09-09 01:14:15,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2022,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,,2,,
12,Florida,122746,1,1,1DW1B482*YS******,2022-09-09 01:14:15,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2000,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
12,Florida,122760,2,1,1JJV5532*1L******,2022-09-09 01:14:15,"1,400",6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,22488,20' - 40' Gooseneck,2001,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,3,Gooseneck,55.000,,3,,
12,Florida,122789,2,1,1GRAA962*8G******,2022-09-09 01:14:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2008,,,6,UNITED STATES (USA),MISSISSIPPI,GREENVILLE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,122853,1,1,1GRAA062*AW******,2022-09-09 01:14:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2010,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,122858,2,1,527SR532*HM******,2022-09-09 01:14:15,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2017,,,6,UNITED STATES (USA),INDIANA,MONON,"CIMC Reefer Trailer,Inc",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Body Type: Reefer Van Trailer,2,,
12,Florida,122904,2,1,1KKVF532*JL******,2022-09-09 01:14:15,0,6,TRAILER,2340,KENTUCKY MANUFACTURING CO.,2048,KENTUCKY MANUFACTURING CO./ KENTUCKY TRAILER/ KENTUCKY TRAILER TECH,5803,Kentucky Manufacturing Co./ Kentucky Trailer/ Kentucky Trailer Tech,2018,,,6,UNITED STATES (USA),KENTUCKY,LOUISVILLE,Kentucky Manufacturing Co.,,61,Trailer,,,,,36,Van Trailer,,,53.000,Body Type - Furniture,2,,
12,Florida,122916,4,1,1UYFS245*RA******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,1994,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,45.000,,2,,
12,Florida,122949,1,1,3H3V532C*MR******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2021,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,Trailer Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,Material: ALUMINUM/STEEL,2,,
12,Florida,122969,1,1,2R9FS924*5P672***,2022-09-09 01:14:15,0,6,TRAILER,3356,RAYFAB INC.,8829,RAYFAB INC.,22928,Rayfab Inc.,2005,,,1,CANADA,ONTARIO,PRINCETON,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,,,,Steel,2,,
12,Florida,122985,2,1,1JJV482D*HL******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2017,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,48.000,,2,,
12,Florida,122988,2,1,1DW1A532*MS******,2022-09-09 01:14:15,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2021,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,122989,1,1,57CKD532*LS******,2022-09-09 01:14:15,0,6,TRAILER,15925,"MAURER MANUFACTURING, L.L.C.",2060,LAKES ENTERPRISES,5814,Lakes Enterprises,2020,,,6,UNITED STATES (USA),IOWA,SPENCER,,"Number of axles:  Head Transport single rear axle 20'. 24', 28', 32' & 38' = 2 Axles  Head Transport Tandem rear axle 32', 38' & 42' = 3 Axles  Steel grain: 24' = 1 axle, 28' - 42' = 2 axle  Alum grain: 22' = 1 axle, 28' - 42' = 2 axles, 45' and 48' = 3 axles  Crushed Car Carrier 48' = 2 Axles  Crushed Car Carrier 50' = 3 Axles  Gondola Trailer = 2 Axles  Small Trailers = 2 Axles",61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,53.000,"Trailer Type: King Pin Hitch Trailer (Fert. Tndr, Dropdeck, Grain, Crushed Car, Gondola)",2,,
12,Florida,123078,2,1,1JJV532W*7L******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,123120,2,1,3H3V532C*HT******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2017,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,123124,1,1,5MAMN452*LW******,2022-09-09 01:14:15,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2020,,,6,UNITED STATES (USA),,ALLIANCE,MAIN STREET 70,,61,Trailer,,,,,141,Transfer Trailer,6,Kingpin,45.000,Mover or Tipper Style,2,,
12,Florida,123146,2,1,1W1200YV*6D******,2022-09-09 01:14:15,0,6,TRAILER,11681,WILSON TRAILER CO.,3855,WILSON TRAILER CO.,8390,Wilson Trailer Co.,2006,Others,,6,UNITED STATES (USA),SOUTH DAKOTA,YANKTON,PLANT 5,,61,Trailer,,,,,13,Livestock Trailer,,,50.000,Type of Trailer: PSAGL - PUNCHSIDE ALUM. GROUND LOAD,,,
12,Florida,123163,2,1,1UYFS248*H5******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
12,Florida,123179,2,1,1UYVS253*9M******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2009,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,123211,1,1,1JJV532D*ML******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2021,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,123221,2,1,5HTSN422*67******,2022-09-09 01:14:15,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2006,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Jet,61,Trailer,,,,,103,Bulk,,,42.000,Al Pneumatic,2,,
12,Florida,123273,1,2,1GR1A561*LK******,2022-09-09 01:14:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,61,Trailer,,,,,,,6,Kingpin,28.000,"Semitrailer - dry freight, reefer, or insulated van",1,,
12,Florida,123317,3,1,3H3V532C*HT******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2017,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,123323,2,1,3H3V532C*MT******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2021,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,Trailer Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,Material: ALUMINUM/STEEL,2,,
12,Florida,123326,2,1,1S12E953*VD******,2022-09-09 01:14:15,0,6,TRAILER,14956,"STRICK TRAILERS, LLC",4977,STRICK COMMERCIAL TRAILER,12176,Strick Commercial Trailer,1997,Smooth Side,,6,UNITED STATES (USA),,DANVILLE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van,2,3,Tandem
12,Florida,123388,1,1,4P5D9162*J1******,2022-09-09 01:14:15,0,6,TRAILER,16013,"PJ TRAILERS MANUFACTURING, INC.",6060,PJ,28324,PJ,2018,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,30,Other,16.000,Variable HITCH based on Size/Type of Trailer,2,,
12,Florida,123401,3,1,10BEA923*FF******,2022-09-09 01:14:15,0,6,TRAILER,5083,BRENNER TANK LLC,6976,BRENNER/BEALL/LAFAYETTE,21580,DOT 406,2015,,,6,UNITED STATES (USA),WISCONSIN,FOND DU LAC,,,61,Trailer,,,,,,,,,,Type of Material: Aluminum,2,,
12,Florida,123426,3,1,4DJAB171*JA******,2022-09-09 01:14:15,0,6,TRAILER,1968,AMERA TRAIL INC,1514,AMERATRAIL,4908,AmeraTrail,2018,,,6,UNITED STATES (USA),FLORIDA,ST. CLOUD,AmeraTrail,,61,Trailer,,,,,2,Boat Trailer,,,17.000,Aluminum,1,,
12,Florida,123452,2,1,1DW1A281*SS******,2022-09-09 01:14:15,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,1995,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,,1,,
12,Florida,123482,3,1,1WC200G2*S3******,2022-09-09 01:14:15,0,6,TRAILER,16014,"UNIVERSAL TRAILER CARGO GROUP, INC.",6062,WELLS CARGO,15857,Wells Cargo Trailer,1995,,,6,UNITED STATES (USA),GEORGIA,,,,61,Trailer,,,,,5,Enclosed Trailer,,,,16 to less than 18 ft,2,,
12,Florida,123512,2,1,1GR4M962*LH******,2022-09-09 01:14:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),TENNESSEE,HUNTSVILLE,,,61,Trailer,,,,,,,6,Kingpin,48.000,Semitrailer - platform,2,,
13,Georgia,130508,2,1,3H3V532C*JT******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
16,Idaho,160063,1,1,4B9B6BJ2*MP113***,2022-09-07 02:47:38,0,6,TRAILER,15109,"BARCLAY MANUFACTURING, LLC",9845,BTR,25264,BTR,2021,,,6,UNITED STATES (USA),IDAHO,PAUL,,,61,Trailer,,,,,,,6,Kingpin,36.000,Belt Trailer,2,,
16,Idaho,160234,2,1,2R9CS433*MD144***,2022-09-07 02:47:38,0,6,TRAILER,15890,RAJA TRAILER & EQUIPMENT SALES LTD.,5438,RAJA TRAILER,14147,Raja Trailer,2021,,,1,CANADA,BRITISH COLUMBIA,DELTA,,,61,Trailer,,,,,109,Container Chassis/Container Trailer,6,Kingpin,38.000,any trailer 36' to 40' feet long,3,,
