STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
48,Texas,483390,1,1,1UYVS253*L3******,2022-09-08 01:53:42,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,483391,2,1,3H3V532C*KR******,2022-09-08 01:53:42,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2019,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
48,Texas,483394,2,1,1UYFS248*3A******,2022-09-08 01:53:42,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2003,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
48,Texas,483435,2,1,1GRAA062*7T******,2022-09-08 01:53:42,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2007,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
48,Texas,483463,1,1,5C2BE30C*MM******,2022-09-08 01:53:42,0,6,TRAILER,15683,"CLEMENT INDUSTRIES, INC.",5405,CLEMENT INDUSTRIES,13961,Clement,2021,,,6,UNITED STATES (USA),LOUISIANA,MINDEN,"Clement Industries, Inc",,61,Trailer,,,,,178,Elliptical Floor,4,Straight Semi/Semi Trailer,30.000,Frameless Semi End Dump,3,,
48,Texas,483466,1,1,1JJV532D*LL******,2022-09-08 01:53:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2020,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,483496,2,1,1TTF532C*L3******,2022-09-08 01:53:42,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,27663,Combo Steel/Alum Flatbed,2020,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,53.000,,2,,
48,Texas,483496,3,1,1PMA2442*65******,2022-09-08 01:53:42,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2006,,,6,UNITED STATES (USA),MISSOURI,SPRINGFIELD,,,61,Trailer,,,,,15,Tank Trailer,30,Other,44.000,Vessel Code: DOT 406,2,,
48,Texas,483505,2,1,13N14830*V1******,2022-09-08 01:53:42,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,1997,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,"Tandem Axles, Spread",2,,
48,Texas,483531,2,1,3H4SN422*K3******,2022-09-08 01:53:42,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2019,,,12,MEXICO,,JUAREZ,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,42.000,AL NON SPEC.,2,,
48,Texas,483537,1,1,5C2BR32B*LM******,2022-09-08 01:53:42,1,6,TRAILER,15683,"CLEMENT INDUSTRIES, INC.",5405,CLEMENT INDUSTRIES,13961,Clement,2020,,,6,UNITED STATES (USA),LOUISIANA,MINDEN,"Clement Industries, Inc",,61,Trailer,,,,,179,Round Floor,4,Straight Semi/Semi Trailer,32.000,Frameless Semi End Dump,2,,
48,Texas,483538,2,1,48X1F372*K1******,2022-09-08 01:53:42,0,6,TRAILER,10839,"TRAVIS BODY & TRAILER, INC.",3520,"TRAVIS BODY & TRAILER, INC.",7868,"TRAVIS BODY & TRAILER, INC.",2019,,,6,UNITED STATES (USA),TEXAS,HOUSTON,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,30,Other,37.000,Tumer ARx43,2,,
48,Texas,483539,1,1,LJRC4126*L3******,2022-09-08 01:53:42,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2020,,,8,CHINA,,JINAN,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,41.000,,2,,
48,Texas,483540,2,1,1E1F2S28*CR******,2022-09-08 01:53:42,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2012,,,6,UNITED STATES (USA),OHIO,RANDOLPH,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,30,Other,36.000,Frameless Trailer,2,,
48,Texas,483540,4,1,1UYVS253*9P******,2022-09-08 01:53:42,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2009,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,483549,2,1,1UYVS253*K2******,2022-09-08 01:53:42,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,483556,2,1,48XAR482*A1******,2022-09-08 01:53:42,1,6,TRAILER,10839,"TRAVIS BODY & TRAILER, INC.",3520,"TRAVIS BODY & TRAILER, INC.",7868,"TRAVIS BODY & TRAILER, INC.",2010,,,6,UNITED STATES (USA),TEXAS,HOUSTON,,,61,Trailer,,,,,,,,,48.000,Slat Floor,2,,
48,Texas,483567,1,1,1TTF4820*Y2******,2022-09-08 01:53:42,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,2000,,,6,UNITED STATES (USA),KENTUCKY,MOUNT STERLING,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,Platform,2,,
48,Texas,483617,2,1,4J8T0422*CT******,2022-09-08 01:53:42,0,6,TRAILER,2695,"LBT, INC.",7990,LBT INC,21385,LBT INC TRAILER,2012,,,6,UNITED STATES (USA),NEBRASKA,OMAHA,,,61,Trailer,,,,,15,Tank Trailer,,,42.000,,2,,
48,Texas,483618,2,1,56EA75C2*GA******,2022-09-08 01:53:42,0,6,TRAILER,12109,"ARMOR LITE TRAILER MFG, LLC",1161,ARMOR LITE TRAILER,4470,Armor Lite Trailer,2016,,,6,UNITED STATES (USA),MISSOURI,SIKESTON,,,61,Trailer,,,,,,,6,Kingpin,32.000,Steel Formed Channel Frame,2,,
48,Texas,483639,2,1,5C2BB38B*4M******,2022-09-08 01:53:42,0,6,TRAILER,15683,"CLEMENT INDUSTRIES, INC.",5405,CLEMENT INDUSTRIES,13961,Clement,2004,,,6,UNITED STATES (USA),LOUISIANA,MINDEN,"Clement Industries, Inc",,61,Trailer,,,,,101,Other,4,Straight Semi/Semi Trailer,38.000,Tandem Axle,2,,
48,Texas,483657,2,1,40FSK684*61******,2022-09-08 01:53:42,0,6,TRAILER,15360,TALBERT MANUFACTURING INC.,5932,TALBERT,18136,TALBERT,2006,,,6,UNITED STATES (USA),INDIANA,RENSSELAER,,,61,Trailer,,,,,,,6,Kingpin,68.000,"Semi-Trailer, Drop Deck",4,,
48,Texas,483660,2,1,1C9CZ452*DM577***,2022-09-08 01:53:42,0,6,TRAILER,10148,CHIEF TRANSPORTATION PRODUCTS,4035,CHIEF TRANSPORTATION PRODUCTS,8704,CHIEF TRANSPORTATION PRODUCTS,2013,Anysizer,,6,UNITED STATES (USA),NEBRASKA,MILLARD,,,61,Trailer,,,,,46,Chassis,,,45.000,,2,,
48,Texas,483660,3,1,1JJV532D*HL******,2022-09-08 01:53:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2017,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,483662,1,1,1GRAP062*HJ******,2022-09-08 01:53:42,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,"Jacksonville Florida (ended 02/1988); Jonesboro, Arkansas (effective 09/03/02)",61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
48,Texas,483665,1,1,1JJV532D*KL******,2022-09-08 01:53:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2019,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,483677,1,1,1TTF482S*L3******,2022-09-08 01:53:42,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,27662,Steel Flatbed,2020,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,,2,,
48,Texas,483684,2,1,1M91H432*JA211***,2022-09-08 01:53:42,0,6,TRAILER,8901,"MERTZ MANUFACTURING, INC.",2354,MERTZ MANUFACTURING,6130,"Mertz Manufacturing, LLC",2018,,,6,UNITED STATES (USA),OKLAHOMA,PONCA CITY,"Mertz Manufacturing, LLC",,61,Trailer,,,,,129,Custom Trailer,30,Other,43.000,Trailer Type - Energy Industries Equipment,2,,
48,Texas,483685,1,1,1GRAA062*4B******,2022-09-08 01:53:42,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
48,Texas,483709,1,1,1GRAA062*MT******,2022-09-08 01:53:42,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1991,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
48,Texas,483712,2,1,1NNVX532*TM******,2022-09-08 01:53:42,0,6,TRAILER,15472,EVANS PRODUCTS COMPANY,6021,MONON,29523,Monon,1996,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,101,Other,,,53.000,Exterior Post,2,3,Tandem
48,Texas,483722,2,1,5LKL1323*B1******,2022-09-08 01:53:42,1,6,TRAILER,3083,LOAD KING LLC,8486,LOAD KING,22419,Load King,2011,,,6,UNITED STATES (USA),SOUTH DAKOTA,ELK POINT,,,61,Trailer,,,,,11,Lowboy/Low bed Trailer,,,13.000,Frame Capacity of Trailer: 26-35 US tons,2,,
48,Texas,483729,1,1,1GRAP062*FJ******,2022-09-08 01:53:42,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2015,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,"Jacksonville Florida (ended 02/1988); Jonesboro, Arkansas (effective 09/03/02)",61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
48,Texas,483729,2,1,3H3V532C*JR******,2022-09-08 01:53:42,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
48,Texas,483741,2,1,1UYVS253*FP******,2022-09-08 01:53:42,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,483748,1,1,1JJV532D*KL******,2022-09-08 01:53:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2019,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,483756,2,1,1GRAA062*4T******,2022-09-08 01:53:42,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
48,Texas,483757,2,1,1TDH4002*RB******,2022-09-08 01:53:42,0,6,TRAILER,8330,TIMPTE INC.,5331,"TIMPTE, INC",13636,Timpte,1994,,,6,UNITED STATES (USA),NEBRASKA,DAVID CITY,,"Seventh VIN position indicates the additional length of the trailer to the nearest inch up to 9 inches. If the additional length is 10 inches or more the seventh character is zero (0) and the sixth character will be increased to the next foot. For example : a 42ft 9in trailer will be represent in VIN position 5, 6 & 7 as ""429"" and a 42ft 10in. trailer will be represented in VIN position 5 , 6 & 7 as ""430"" respectively.",61,Trailer,,,,,174,Dry Bulk Trailer,,,40.000,Dry Bulk-Bottom Hopper,2,,
48,Texas,483760,1,1,1JKDLA40*CM******,2022-09-08 01:53:42,0,6,TRAILER,11399,"INTERSTATE TRAILERS, INC.",8149,"INTERSTATE TRAILERS, INC.",21789,"Interstate Trailers, Inc.",2012,,,6,UNITED STATES (USA),TEXAS,MANSFIELD,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,2,Pintle Hitch/Hook,24.000,,2,,
48,Texas,483773,1,1,1RNF48A2*6R******,2022-09-08 01:53:42,0,6,TRAILER,3579,"REITNOUER, INC.",5594,REITNOUER INC,14493,Reitnouer Inc Trailers,2006,,,6,UNITED STATES (USA),PENNSYLVANIA,READING,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,Airride,2,,
48,Texas,483779,1,1,3H3V532C*LT******,2022-09-08 01:53:42,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
48,Texas,483788,1,1,1GRAA062*FT******,2022-09-08 01:53:42,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2015,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
48,Texas,483793,2,1,1UYVS253*7U******,2022-09-08 01:53:42,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,483801,1,1,3H3V281C*9T******,2022-09-08 01:53:42,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2009,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,28.000,Material: Aluminum/Steel,1,,
48,Texas,483801,1,2,3H3V281C*6T******,2022-09-08 01:53:42,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2006,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,28.000,Material: Aluminum/Steel,1,,
48,Texas,483804,1,1,1JJV532B*FL******,2022-09-08 01:53:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10945,Refrigerated Van,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,483838,1,1,1UYFS248*6A******,2022-09-08 01:53:42,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
48,Texas,483853,1,1,1UYVS253*8P******,2022-09-08 01:53:42,1,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2008,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,483853,2,1,1JJV532W*8L******,2022-09-08 01:53:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2008,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,483856,1,1,1GR1A962*JE******,2022-09-08 01:53:42,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2018,,,6,UNITED STATES (USA),GEORGIA,STATESBORO,,,61,Trailer,,,,,,,6,Kingpin,48.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
48,Texas,483869,2,1,5V8VC532*HM******,2022-09-08 01:53:42,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2017,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
48,Texas,483882,2,1,48X1F372*81******,2022-09-08 01:53:42,0,6,TRAILER,10839,"TRAVIS BODY & TRAILER, INC.",3520,"TRAVIS BODY & TRAILER, INC.",7868,"TRAVIS BODY & TRAILER, INC.",2008,,,6,UNITED STATES (USA),TEXAS,HOUSTON,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,30,Other,37.000,Tumer ARx43,2,,
48,Texas,483899,2,1,1UYVS253*AM******,2022-09-08 01:53:42,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,483900,1,1,3H3V532C*ET******,2022-09-08 01:53:42,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2014,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
48,Texas,483913,1,1,5MC51542*7P******,2022-09-08 01:53:42,0,6,TRAILER,5772,"MANAC TRAILERS USA, INC.",3896,MANAC TRAILERS USA,8528,Manac,2007,Steel,,6,UNITED STATES (USA),MISSOURI,ORAN,"Manac Trailers USA, Inc.",,61,Trailer,,,,,132,Open Top Trailer,,,,End Dump Trailer,2,,
48,Texas,483917,2,1,1JJV532W*9L******,2022-09-08 01:53:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2009,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,483933,1,1,5HTAB452*V7******,2022-09-08 01:53:42,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",1997,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Straight Elliptical,61,Trailer,,,,,15,Tank Trailer,,,45.000,AL 306/406,2,,
48,Texas,483948,1,1,1JJV532D*FL******,2022-09-08 01:53:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,483948,2,1,1P9TC432*KB343***,2022-09-08 01:53:42,0,6,TRAILER,8027,PRATT INDUSTRIES (US) LLC,3015,PRATT INDUSTRIES,7027,Pratt Industries,2019,,,6,UNITED STATES (USA),MICHIGAN,BRIDGMAN,,,61,Trailer,,,,,46,Chassis,,,43.000,Type: Semitrailer,2,,
48,Texas,483950,2,1,4U3S0051*JL******,2022-09-08 01:53:42,0,6,TRAILER,9213,"BULL MOOSE HEAVY HAUL, INC",6869,X-L SPECIALIZED TRAILERS INC,18367,X-L SPECIALIZED TRAILERS INC,2018,,,6,UNITED STATES (USA),IOWA,MANCHESTER,,,61,Trailer,,,,,,,,,5.000,"Accessories (Gooseneck Jeeps, pin-on Boosters/Flip Axles, pintle hitch Dolly)",1,,
48,Texas,483971,1,1,48X1E303*H1******,2022-09-08 01:53:42,0,6,TRAILER,10839,"TRAVIS BODY & TRAILER, INC.",3520,"TRAVIS BODY & TRAILER, INC.",7868,"TRAVIS BODY & TRAILER, INC.",2017,,,6,UNITED STATES (USA),TEXAS,HOUSTON,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,30,Other,30.000,Tumer ARx37,3,,
48,Texas,483979,2,1,5JYLP402*6P******,2022-09-08 01:53:42,0,6,TRAILER,2290,PITTS ENTERPRISES INC,2831,PITTS TRAILERS,6775,Pitts Trailers,2006,,,6,UNITED STATES (USA),ALABAMA,PITTSVIEW,,,61,Trailer,,,,,19,Logging Trailer,,,40.000,Trailer Type: Plantation,2,,
48,Texas,484013,1,1,1JJV532W*6L******,2022-09-08 01:53:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2006,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,484017,2,1,3H3V532C*2T******,2022-09-08 01:53:42,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2002,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
48,Texas,484021,1,1,3DG1S435*LG******,2022-09-08 01:53:42,0,6,TRAILER,11177,CARROCERIAS GALLEGOS S.A. DE C.V.,10449,C.GALLEGOS,27560,C.Gallegos,2020,,,12,MEXICO,,GOMEZ PALACIO,,Axles Air,61,Trailer,,,,,109,Container Chassis/Container Trailer,6,Kingpin,43.000,,2,,
48,Texas,484022,1,1,10BFA823*FL******,2022-09-08 01:53:42,0,6,TRAILER,5083,BRENNER TANK LLC,6976,BRENNER/BEALL/LAFAYETTE,21581,DOT 407,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,,,,,,Type of Material: Aluminum,2,,
48,Texas,484052,2,1,5V8VA532*7M******,2022-09-08 01:53:42,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2007,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Interior Post Aluminum Semi Trailer,2,3,Tandem
48,Texas,484057,2,1,1M91H432*HA211***,2022-09-08 01:53:42,1,6,TRAILER,8901,"MERTZ MANUFACTURING, INC.",2354,MERTZ MANUFACTURING,6130,"Mertz Manufacturing, LLC",2017,,,6,UNITED STATES (USA),OKLAHOMA,PONCA CITY,"Mertz Manufacturing, LLC",,61,Trailer,,,,,129,Custom Trailer,30,Other,43.000,Trailer Type - Energy Industries Equipment,2,,
48,Texas,484059,1,1,1T9GS402*S1084***,2022-09-08 01:53:42,0,6,TRAILER,15389,"TURNBOW TRAILERS, INC",5957,TURNBOW,15658,Turnbow Trailer,1995,Stock,,6,UNITED STATES (USA),OKLAHOMA,OILTON,,,61,Trailer,,,,,,,3,Gooseneck,40.000,,2,,
48,Texas,484079,1,1,1JJV532D*ML******,2022-09-08 01:53:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2021,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
